mu	sd
-9.802115059361109	0.7854046308908759
-10.096182373659834	0.7975460492427414
-10.279017119516885	0.7061696783967532
-10.228619700134399	0.7345174213360017
-9.485190202844034	0.7999509708145449
-9.409725338689952	0.7902661041995942
-8.5909954117421	0.23902869222021608
-9.160732510961262	0.654136077175557
-9.66250112558969	0.8028653962696337
-10.385625564179538	0.6391766114245402
-8.838635334521276	0.41216770690741583
-9.025116087279363	0.5892041770933132
-8.858483294062195	0.425849630092249
-10.212426331571958	0.743121920948303
-9.051426992714907	0.6032926003532698
-9.532593802268744	0.803452324479212
-10.467853882469965	0.5837725993263397
-10.184714290945271	0.7572678564387535
-10.221279103785957	0.7384487109946225
-9.414502584040205	0.7910296205427316
-8.778075644258875	0.3271861984104575
-9.591525124433076	0.8050370672092092
-9.752398293914013	0.793652613449375
-9.449293678409411	0.7301237189625462
-10.274959738243645	0.7085379965635157
-10.168826001991258	0.7650470620340089
-10.148438886800385	0.7746751720559629
-8.657225114355095	0.25448699511759787
-8.822786540344367	0.3549208166300033
-8.687715040006468	0.24372170325394923
-8.771769641358642	0.36721153374766013
-10.230643858803692	0.7334244193076334
-8.82838916679247	0.40511819778301666
-8.538391735959765	0.21565645686937357
-9.741763853272959	0.7951230967762551
-9.043872472648117	0.5993200630732035
-9.349850487222135	0.7131948336613194
-10.136901020232822	0.6676007961684669
-10.388015665475764	0.6375875482440568
-9.303284986044947	0.7679212606796278
-9.047254236893028	0.6011056231245567
-8.589056785458084	0.2391362161792333
-10.185435065721116	0.7569092230156763
-9.49420309833345	0.8007696842273239
-9.558577834146337	0.8045291639911867
-8.602887081402756	0.25075261018808664
-9.114103670103688	0.6339683448169935
-9.173099795781797	0.6591066446715269
-9.48321308546881	0.7997617546309482
-8.828243726195886	0.40501830847160114
-8.851649153731795	0.42113941153555934
-8.940280632361826	0.5391266483013366
-8.681083910124286	0.2822945167871127
-9.021790702802269	0.5873733305409599
-10.280596585755987	0.7052437532151578
-8.682100086509461	0.2590460454053679
-8.542776781142742	0.244269584705505
-9.70434255575465	0.7994825758690436
