x	low	mean	high	median
0.05	0.3199740791079973	0.6259595670764004	0.9183778429043379	0.6155256837831935
0.15000000000000002	0.4428002316942086	0.6032011304757007	0.7608201063607848	0.6115120769631652
0.25	0.4543634411070422	0.6388277546203782	0.8181627648800575	0.6207637384622089
0.35000000000000003	0.4123716675415155	0.6701349508418333	0.9322660917341695	0.62689137330717
0.45	0.38602414438903515	0.6606522931925508	0.9189163417645411	0.6253964552557285
0.55	0.37506262997629547	0.6404202411875363	0.899385369701099	0.6300485093358688
0.6500000000000001	0.3800397197532124	0.6850605811141524	0.9916826452107348	0.6803721259263475
0.75	0.48694597160801284	0.866866602966825	1.2258293205979478	0.8767881390031208
0.8500000000000001	0.7693861983601078	1.1650369840788095	1.532150105242742	1.1725453878776506
0.95	0.9868297652320109	1.3300261485227929	1.6919501101117174	1.2930304555310546
1.05	0.8093315226074107	1.0946101316308086	1.3913766671314909	1.0597346399220509
1.1500000000000001	0.42172698065334446	0.6198886437015589	0.8390234212786526	0.5876757497156796
1.25	0.12096792842102579	0.2561489663785574	0.3770610782340932	0.24675914782234507
1.35	0.023474953274702125	0.0892255736544037	0.1563683646678437	0.07571114997107097
1.4500000000000002	0.003871132164581378	0.030882289569910838	0.060246842049808735	0.021405160423486162
1.55	0.0005677681264380038	0.011775390908107766	0.023917350378606133	0.006809314824598787
1.6500000000000001	7.598870566944445e-05	0.005119608368159378	0.010739394685439703	0.002221010453558263
1.75	7.782330155217172e-06	0.0025342751670435716	0.005341532074460931	0.0007496500395860436
1.85	7.222624122992306e-07	0.0014009251913548301	0.002909512235748768	0.00023848728536142116
1.9500000000000002	5.944315815656458e-08	0.0008392864262074332	0.0016691848437197323	7.582885874584553e-05
2.05	4.29453990551449e-09	0.0005296446511461568	0.000939899654310171	2.2892251425272905e-05
2.1500000000000004	2.8116729531668937e-10	0.0003469654618395662	0.000531731556417262	6.554374958411042e-06
2.25	1.400315859746808e-11	0.00023448848977020948	0.0003077462792089459	1.9328108200307594e-06
2.3500000000000005	7.684119747281387e-13	0.0001625508171934655	0.00018329897079791204	5.295284575124649e-07
2.45	2.862325723512965e-14	0.0001150055070337263	0.00010503613015824093	1.4903849183033337e-07
