xy	0.0625	0.1875	0.3125	0.4375	0.5625	0.6875	0.8125	0.9375	1.0625	1.1875	1.3125	1.4375	1.5625	1.6875	1.8125	1.9375	2.0625	2.1875	2.3125	2.4375
6.250000000000000000e-02	4.058428345466555953e-01	4.378944171521074735e-01	4.437929684060539226e-01	4.217588330251509920e-01	3.755080320690206697e-01	3.131598319540898623e-01	2.447564000389988448e-01	1.794902446309297461e-01	1.237273333466320790e-01	8.035603976133232074e-02	4.930684630893552439e-02	2.867501911964077249e-02	1.586031779746455844e-02	8.374084780419132484e-03	4.237011459636630568e-03	2.062561859685722865e-03	9.699170806112643447e-04	4.423921691740524275e-04	1.965113642187521254e-04	8.535444314167363452e-05
1.875000000000000000e-01	5.183619939689966261e-01	5.804295289265092306e-01	6.102520971276863548e-01	6.011712199526416667e-01	5.541706752693968951e-01	4.777707634117233093e-01	3.853355049639988206e-01	2.910274137067399569e-01	2.061711476806591115e-01	1.373103461446424089e-01	8.621136406977228384e-02	5.119188680034020972e-02	2.885037227119496492e-02	1.549061628775244212e-02	7.955922665372117467e-03	3.924745322293254034e-03	1.867495051948413502e-03	8.607506628717064966e-04	3.859310436598672816e-04	1.690417543447251766e-04
3.125000000000000000e-01	5.985990642837059061e-01	6.959796399088578056e-01	7.599242059821414985e-01	7.772173177986765324e-01	7.432660383747374810e-01	6.640034098679374885e-01	5.540890834655578523e-01	4.321971490814711103e-01	3.155817682416443559e-01	2.161698000933243990e-01	1.392862237705631834e-01	8.469126970462002857e-02	4.876897750082521965e-02	2.670005665209755977e-02	1.395502063746843942e-02	6.992807166031103985e-03	3.374188147356239811e-03	1.574700650702756492e-03	7.139335086929935814e-04	3.158386929846599789e-04
4.375000000000000000e-01	6.218321628312165616e-01	7.505798647396353385e-01	8.514125280043010058e-01	9.048803167792281998e-01	8.990308364427429533e-01	8.338371181859742798e-01	7.215767682127398608e-01	5.828102837730760877e-01	4.398671305368582196e-01	3.108116370710224396e-01	2.061443626262562112e-01	1.287365337199937732e-01	7.596995876006326642e-02	4.253028756392420590e-02	2.268253991171331405e-02	1.157502932521671003e-02	5.677276279528534197e-03	2.688580275094834809e-03	1.234977034196225228e-03	5.527585080967820780e-04
5.625000000000000000e-01	5.793354425811299002e-01	7.252898286991978916e-01	8.543625409049304675e-01	9.437005085723987330e-01	9.747931106711033022e-01	9.398450608281401220e-01	8.449425919754181002e-01	7.082382776913114242e-01	5.539251180759970916e-01	4.048920570066320002e-01	2.772438758389412228e-01	1.783661587276491045e-01	1.081959208643879511e-01	6.212361173772566053e-02	3.390662766165845887e-02	1.766954877577909394e-02	8.832283657808720490e-03	4.254582627533387042e-03	1.984372463820909070e-03	9.003700668677673460e-04
6.875000000000000000e-01	4.836439804228254147e-01	6.269944691051924091e-01	7.660764054498824249e-01	8.788584387512027307e-01	9.437422865153585194e-01	9.463551962305284393e-01	8.848471221279782251e-01	7.709662038108073823e-01	6.261718676354739443e-01	4.746415309148168116e-01	3.364565398664164930e-01	2.236514545638674245e-01	1.398763328488561719e-01	8.262420525577945929e-02	4.628958053869627193e-02	2.470652974903036689e-02	1.262152027784958774e-02	6.200830799627412952e-03	2.943862752207092835e-03	1.357107330699967602e-03
8.125000000000000000e-01	3.622408909120867215e-01	4.852309909024652423e-01	6.138176674609553407e-01	7.303505532209889628e-01	8.145776547772514142e-01	8.492734202692032719e-01	8.260823152479594977e-01	7.488313268951087842e-01	6.324856835199529348e-01	4.981295142018569710e-01	3.664010851964780713e-01	2.523110291408651173e-01	1.631625072862810388e-01	9.944755348601848344e-02	5.736341060957501209e-02	3.145312374337666528e-02	1.647029192704878298e-02	8.276219478217456543e-03	4.010291144117474928e-03	1.883078743639404881e-03
9.375000000000000000e-01	2.441850389756513307e-01	3.371061681938345989e-01	4.404774056587008602e-01	5.424783416611566045e-01	6.274059824874276270e-01	6.793438165337307710e-01	6.870387049935429147e-01	6.479617105325772286e-01	5.695088907086613972e-01	4.665908068915008422e-01	3.567372842347653616e-01	2.550335251062277875e-01	1.709508926347831637e-01	1.078052288953193633e-01	6.420934716507251117e-02	3.627570767453230233e-02	1.952931941329641777e-02	1.006676370783241188e-02	4.992895477157683823e-03	2.394577054578142950e-03
1.062500000000000000e+00	1.488564106166657408e-01	2.112006713970543126e-01	2.842858991261765778e-01	3.614985483969154756e-01	4.326037639606105101e-01	4.855964493998105036e-01	5.099228682734151530e-01	4.999609013037661920e-01	4.571744283239240758e-01	3.897909843841083077e-01	3.100716779106337251e-01	2.304766894993635074e-01	1.604470133901647888e-01	1.049279450281788290e-01	6.469648993635954137e-02	3.776432017095501803e-02	2.096184647062617271e-02	1.111648138895055503e-02	5.659876907282600060e-03	2.780350178972487447e-03
1.187500000000000000e+00	8.255839379796124644e-02	1.200385860556194284e-01	1.659769695386552335e-01	2.173192985414675038e-01	2.684006063314151591e-01	3.116101065895300892e-01	3.391018427579813865e-01	3.451187879989153218e-01	3.280016250699404057e-01	2.909055669449479020e-01	2.408052317591702074e-01	1.862343853511582437e-01	1.348142081891776645e-01	9.158517181900090176e-02	5.857982061928960343e-02	3.541290105011940526e-02	2.031924387571204180e-02	1.111636116681939505e-02	5.826317584152745400e-03	2.939850897731067798e-03
1.312500000000000000e+00	4.194662923015400613e-02	6.232511374484490940e-02	8.826953173380865103e-02	1.186639942374319023e-01	1.508334547842236917e-01	1.806454295827574497e-01	2.032338908934684385e-01	2.142609051096496520e-01	2.112958647637012688e-01	1.947073672071392703e-01	1.676108683547547218e-01	1.348625487408100787e-01	1.015652900474685594e-01	7.174584390489327501e-02	4.767429631169772114e-02	2.990264837579316784e-02	1.777411765960396767e-02	1.005534967605167460e-02	5.439135345542330316e-03	2.826534114902426020e-03
1.437500000000000000e+00	1.967028436161817606e-02	2.978616816802633419e-02	4.308965444434537106e-02	5.930693034274477776e-02	7.736482651000252397e-02	9.531599923027206378e-02	1.105690652357752268e-01	1.204557798802320112e-01	1.229935755357741550e-01	1.175488669328694918e-01	1.050917199676429936e-01	8.790144564772837954e-02	6.884974392048727465e-02	5.058487858787635155e-02	3.494592105721099767e-02	2.276954095574003703e-02	1.404284945184023324e-02	8.230930135571296394e-03	4.604948028630950242e-03	2.470406165819841442e-03
1.562500000000000000e+00	8.579702332902977568e-03	1.320732334523838820e-02	1.946412039816132478e-02	2.735293553414119144e-02	3.651660327136750650e-02	4.615197422900466084e-02	5.505046399063683732e-02	6.180931334043666958e-02	6.518484282540791541e-02	6.447217969716322050e-02	5.975110472095369885e-02	5.187809314906359492e-02	4.221991431078257750e-02	3.224728538492061675e-02	2.316142778534030847e-02	1.568455683416643612e-02	1.004623528948135266e-02	6.108815474963773251e-03	3.540743102776429136e-03	1.964691121864533836e-03
1.687500000000000000e+00	3.508498606542074030e-03	5.477255448372697795e-03	8.202773205710800833e-03	1.173929676779475462e-02	1.599627340068653786e-02	2.068312650247417298e-02	2.529899486795648619e-02	2.919597330164537888e-02	3.171910552891090557e-02	3.238713287978501471e-02	3.104605707103286205e-02	2.792702920129473340e-02	2.357853263431926999e-02	1.870106884692024005e-02	1.395564296092404420e-02	9.820250810544843903e-03	6.534249174746624075e-03	4.124792878518869152e-03	2.479454370742608348e-03	1.424982017640543091e-03
1.812500000000000000e+00	1.355919134195636075e-03	2.141754578830067698e-03	3.251714777024619727e-03	4.727622767273983832e-03	6.558668167392027459e-03	8.653434352118226716e-03	1.082554809381475885e-02	1.280698139521799749e-02	1.429586632553305446e-02	1.503074858326554700e-02	1.486710062646084095e-02	1.382496183892368939e-02	1.208568448158367330e-02	9.937929683644236567e-03	7.695873703370858729e-03	5.622681494379880816e-03	3.884986061231317320e-03	2.546001003645754698e-03	1.587838443859866016e-03	9.458939216872112041e-04
1.937500000000000000e+00	4.992405073045244222e-04	7.960404726828113238e-04	1.222403729483187342e-03	1.801254585309568787e-03	2.538093266370372754e-03	3.408767995773792896e-03	4.350631520844881750e-03	5.262930626415984053e-03	6.020743004251086737e-03	6.501869071894554077e-03	6.619433682193640207e-03	6.348224846234931489e-03	5.733564915718662378e-03	4.878390809241442763e-03	3.913782013089705733e-03	2.964980605573957605e-03	2.125337668741087826e-03	1.445145957866681482e-03	9.349020113793450994e-04	5.773627203168138922e-04
2.062500000000000000e+00	1.765490607736183628e-04	2.834914271066202806e-04	4.392786553096721721e-04	6.545299914784498451e-04	9.345972240227940321e-04	1.274756650687016791e-03	1.655986220274308258e-03	2.043494804896402433e-03	2.390021022512647114e-03	2.644515992621794716e-03	2.764443719004917779e-03	2.727692300700943189e-03	2.539429323898194455e-03	2.230911496366003340e-03	1.850612947238511113e-03	1.451263691981023642e-03	1.077724408133969502e-03	7.595267837504249709e-04	5.093157500454337325e-04	3.259429040390852007e-04
2.187500000000000000e+00	6.045140444455769993e-05	9.750517157867262497e-05	1.520880385939525896e-04	2.286135531389742279e-04	3.300479907682637428e-04	4.561680001305507492e-04	6.018121773545946239e-04	7.558596974121781394e-04	9.017409711368108835e-04	1.019940515094275822e-03	1.092192303279033690e-03	1.106187517893480283e-03	1.059107637387931384e-03	9.585546824276656172e-04	8.204525312200524820e-04	6.647445073352697053e-04	5.105425298369107873e-04	3.723851624326586659e-04	2.585380963299210334e-04	1.713084001964218798e-04
2.312500000000000000e+00	2.020048857164271348e-05	3.264055305875321247e-05	5.111923640130802384e-05	7.733301359487476450e-05	1.126238539468178761e-04	1.573877078462839092e-04	2.104169485093411918e-04	2.684072546243858868e-04	3.259182537850188440e-04	3.760087827126025722e-04	4.115473379477144721e-04	4.268930578287854008e-04	4.194022989811429375e-04	3.901954732488540863e-04	3.438705049825456061e-04	2.872664901158015105e-04	2.277506300704015938e-04	1.716361877987753316e-04	1.231947264678609922e-04	8.441517460315582416e-05
2.437500000000000000e+00	6.636835895181534416e-06	1.071296298623729792e-05	1.680111052529491053e-05	2.551582834327313312e-05	3.739862907640758687e-05	5.272759927444601062e-05	7.128690131483362148e-05	9.216430521617607083e-05	1.136732540556353963e-04	1.334878502020747898e-04	1.490204950161919161e-04	1.579752798992200712e-04	1.589171688623469128e-04	1.516597558005499725e-04	1.373240147132422366e-04	1.180423272298974273e-04	9.641856943926277609e-05	7.493822196061467598e-05	5.551538330764046970e-05	3.928078186101227034e-05
