x	y	low	mean	high	median
0.025	0.025	0.15111907872949115	1.5639070187547748	3.0388437269663804	1.294072514158009
0.07500000000000001	0.025	0.3211679533597226	1.611614785710871	2.7675579420062015	1.5929458794161722
0.125	0.025	0.5816391603670787	1.7035707538699958	2.608071426412953	1.8334099961905146
0.17500000000000002	0.025	0.7957331755721133	1.8091928689357188	2.628764813136745	1.9147175691628442
0.225	0.025	0.8313235860288336	1.87047807917198	2.762717786592453	1.8625885649479696
0.275	0.025	0.769970603274718	1.8257675361981462	2.896802950272815	1.6892297359686754
0.32500000000000007	0.025	0.6360510716980342	1.6490224008867262	2.708979727060609	1.460052013322631
0.375	0.025	0.49797819784657193	1.3702191197288365	2.231996914069202	1.1910096573408486
0.42500000000000004	0.025	0.3452703711727714	1.0559360865122713	1.720939237779038	0.9487745062921081
0.475	0.025	0.2086370663008207	0.768880100861998	1.2640493962408672	0.7019114832692309
0.525	0.025	0.11115178431602098	0.5415866068653815	0.9169775529351339	0.493038305888085
0.5750000000000001	0.025	0.050598755668741745	0.37715980312769276	0.6765456724153085	0.3347451220469187
0.625	0.025	0.01640834911524649	0.26370081405905543	0.5046100780269763	0.2153671397442594
0.675	0.025	0.005083343067584095	0.18661284489720756	0.381823076932958	0.13138087090399098
0.7250000000000001	0.025	0.00162204142381273	0.1340252999722923	0.2889503130477372	0.07934810316677682
0.775	0.025	0.0005596782115391646	0.09766911048186307	0.22242677670251115	0.04519559880718567
0.8250000000000001	0.025	0.0002322114253830836	0.07212459783148567	0.16893041275368098	0.025692879607724164
0.875	0.025	9.325534184993634e-05	0.05389313642664054	0.12772961906266875	0.013872172928026026
0.925	0.025	4.24743559014219e-05	0.04069973928446795	0.09712627383702208	0.00756238125756841
0.9750000000000001	0.025	2.023853823032453e-05	0.031037581430319105	0.0728563231116118	0.00446451580798324
1.025	0.025	9.771362311770741e-06	0.023886779205355566	0.05501024920140399	0.002529538659725797
1.0750000000000002	0.025	5.134473092653964e-06	0.018545485523848836	0.041527201538008075	0.0016010792312121714
1.125	0.025	2.533370361824825e-06	0.01452458122350216	0.031183421475455574	0.0010919201215291666
1.1750000000000003	0.025	1.2921962460988297e-06	0.011477361641876594	0.023638956289204406	0.0007346888918102069
1.225	0.025	7.172877832467129e-07	0.009151503921223653	0.01774134472185477	0.0005424896494240971
1.275	0.025	3.541663671201111e-07	0.007359665791126775	0.013724592093921026	0.00039147083374214725
1.3250000000000002	0.025	2.022521662849025e-07	0.005966047552131587	0.010695454962544053	0.00029147120685907107
1.375	0.025	1.0165434717417032e-07	0.00487655038075051	0.008332517417154335	0.00022170768960770403
1.4250000000000003	0.025	5.380974896024716e-08	0.004024974372735466	0.006363103253292885	0.0001679855105066154
1.475	0.025	2.818851456364936e-08	0.0033601714277355435	0.005074881606167241	0.00012744453269514255
1.525	0.025	1.5615360212878686e-08	0.0028383819275188964	0.0041835877169043075	9.604180085467738e-05
1.5750000000000002	0.025	8.621118186599521e-09	0.0024207786657955152	0.0034177477296760497	7.160039255227579e-05
1.625	0.025	3.932447144006623e-09	0.002076448348915968	0.0027886439565477615	5.2906321080499304e-05
1.6750000000000003	0.025	2.03079536824766e-09	0.0017868051434587753	0.002347189143163693	3.872761190279154e-05
1.725	0.025	9.415687232226553e-10	0.0015449389258323292	0.0020818619412967454	2.877859190429128e-05
1.775	0.025	4.3810649908478676e-10	0.0013489602852890929	0.0017809347483528938	2.0041433102437398e-05
1.8250000000000002	0.025	2.2466834420771026e-10	0.0011951491541301678	0.001495712926421314	1.4499924663691923e-05
1.875	0.025	1.0496315836892367e-10	0.0010766781738389007	0.0012716101291283645	1.0949836574242668e-05
1.9250000000000003	0.025	3.9700733563142705e-11	0.0009866525485134898	0.0011564758244268988	7.723119794851062e-06
1.975	0.025	1.3089100872483816e-11	0.0009217378382720813	0.0009859671251981096	5.4022630783690345e-06
2.0250000000000004	0.025	3.850452169530929e-12	0.0008832235396162853	0.0008375907195434634	3.868111295658327e-06
2.075	0.025	1.0667917922735547e-12	0.0008744628020236067	0.0007509391010953686	2.8030824235041707e-06
2.125	0.025	2.8382045624040286e-13	0.0008988301275191432	0.0007570033885457643	1.8722514263601872e-06
2.175	0.025	7.393371418465459e-14	0.0009611237157067623	0.0006957702123308641	1.1453971440759842e-06
2.225	0.025	1.7934623466223068e-14	0.0010722730828249855	0.0007126130678277523	7.017854472188316e-07
2.2750000000000004	0.025	3.3873511934113713e-15	0.0012588676522386402	0.0006828462836575221	4.1365632756304136e-07
2.325	0.025	6.674766461056615e-16	0.0015838544554492035	0.0006261566201262892	2.450152809092285e-07
2.375	0.025	1.1267218066912362e-16	0.002195114185949303	0.0005445620309103576	1.438262075116023e-07
2.4250000000000003	0.025	1.861302582816317e-17	0.0034723165585886047	0.00043858439979912377	8.247443096880727e-08
2.475	0.025	2.7409496933091787e-18	0.007854879982434023	0.0003514293924156839	4.4854368171639346e-08
0.025	0.07500000000000001	0.17349675082267405	1.3930514554387368	2.650522418134948	1.204041347184841
0.07500000000000001	0.07500000000000001	0.36787116770857886	1.4446062669341535	2.4163994109183897	1.4508584040120454
0.125	0.07500000000000001	0.6507367334319503	1.5375020144526037	2.2716024223027516	1.6439283520288734
0.17500000000000002	0.07500000000000001	0.8958989969028178	1.6437680679071036	2.2869793605014763	1.7182813101795311
0.225	0.07500000000000001	0.9403488353638232	1.70907379954261	2.454575703008285	1.6756443304704052
0.275	0.07500000000000001	0.8419477342505692	1.6747111560403232	2.583212229468867	1.5301263771115006
