mu	sd
1.1923347010039773	0.5281283373197877
1.039739589982167	0.5138542915592681
0.2587242386737549	0.24365795127255999
0.24015087279125077	0.22518334554933508
1.1276792359366654	0.37117066371228097
0.6246582725128389	0.3024140568351122
1.7633787059559598	0.27269371894709565
0.4364940970298213	0.27487069456199603
1.5850124416397333	0.2891133013849886
1.8084363396860996	0.23458680769487306
1.7874884684322523	0.2221773043350593
1.505496374693285	0.29373074292693585
1.31052311967693	0.3042603268340909
0.30484050652142014	0.2896836794230718
1.3143859783977747	0.3041696740023186
1.8129204731990416	0.2797151047831147
0.3663146621641139	0.3489728553670258
0.2861202504840054	0.27104738171566733
0.9044211072809325	0.39662745732186505
0.8252485829065647	0.4651089244497974
0.20040334051932315	0.18640381291903224
1.653409742892694	0.22599364745327657
0.3239932148391336	0.30854211076947285
1.266595401563523	0.374396806263329
0.27573909917338585	0.2606687429731716
0.26834764122226934	0.25327502318370004
0.29690834356220125	0.28180512378169736
0.30865323471745815	0.2934582603234955
1.4132273626334968	0.2998415491179236
1.3587637251531521	0.33142200463934124
0.3443200303295793	0.3282084885308556
1.1092275964999916	0.36981061869799126
0.7384862143905399	0.3472238442731502
1.121862710054388	0.370766731157129
0.6675771968236975	0.4032921276707915
0.2346209794571465	0.2197173572191029
1.784851589073289	0.22192746535987132
0.32462189831170674	0.30915629176764176
1.4790237416843255	0.29553685302922944
0.7551401546979212	0.44048256772104083
2.2426565308574635	0.3309770292248031
1.553893746320953	0.26989620651083274
0.6696078910695903	0.3210044019204998
0.4362910580377529	0.41065755550461924
0.22086179699770864	0.20620870898344876
2.009230891561291	0.2605161953785255
0.4027596148037253	0.38198092877694867
1.3814742740368589	0.301603258873414
0.28869849435713846	0.2736218013933382
1.641776528711205	0.2876743745451972
1.7137255509304936	0.2898779145972665
0.3065297946681685	0.2913571542993741
0.26658678509246503	0.25151413967531416
0.9075615951885841	0.48835489149771083
0.18166041206266095	0.16857150016060968
1.9647326175580908	0.20870150891514758
0.6065950555994238	0.3732348116130694
1.5186912519081268	0.3204428529505779
1.0288522013156456	0.18143606963525039
1.7521082222350024	0.27149727464138074
1.5639557789537244	0.3569362237732498
0.7523238376928756	0.43939801502656556
0.5625628062385621	0.34956316323944076
0.7514787633376628	0.3518229340783625
0.3554294731170557	0.3387695898992714
