mu	sd
0.3396066976672986	0.22421256118413221
0.52063132957163	0.2836243148569876
0.25258096372231875	0.15366908992810968
0.4242544445941373	0.2832364720677237
0.35606921841478256	0.2371573156347998
0.5141818079103031	0.32529858961532315
0.4168264063953761	0.2788314903140554
0.3746334626179695	0.2509493690967483
0.6442510940410469	0.3157610243495727
0.9559677826655125	0.21006989894637315
0.6758967556448332	0.31850219295772314
0.6642351160076162	0.3177392071488611
0.30145393144398425	0.19241095772555156
1.0407054101164315	0.1398218693733355
0.3879729008741772	0.2602918448869992
0.8111443697745265	0.28247536215101837
0.4702319738775481	0.3072627796101931
1.071876337208189	0.13517436478314598
0.7964054295966428	0.2855064300458503
0.4111081515496578	0.2753384589170442
0.7605245628223662	0.29095469591425505
0.8119942191182746	0.2822865548042984
0.25729674496944316	0.15697949774353998
0.3603763800955251	0.2404367166398358
0.735443630582072	0.3179830606495619
0.7479846978531142	0.29221102103000424
0.5732795146748948	0.30166410526519105
0.7101644750394699	0.31909881151326824
0.31720597806652456	0.2057350019183542
0.9240979661323918	0.22489739721806234
0.7401546741619675	0.29282471040624214
0.6983131826176624	0.3191684899152535
0.8297055834395806	0.27800450156155854
0.8235508745584382	0.27956753155413555
1.0897252234612405	0.12989473409155347
0.48937393380804295	0.31568747224049454
1.0441435700866715	0.14674886352907224
0.9117173245899478	0.23026872018973796
0.3806331279687341	0.25521125519133364
0.8158927744738053	0.2814008497097675
1.0568690321184353	0.13122233296574445
0.9858256719862413	0.16772868388719067
0.624815283102392	0.3130130144521183
1.0498142032264024	0.15490706387312037
0.28727825186255607	0.18047903810594587
0.39094257950454986	0.2623055232888746
0.42352571010765067	0.2828109089157644
0.37735096556578646	0.2528918286617469
0.6738677187424643	0.31839001913601356
0.3698756678701081	0.24750076810012858
0.7166454940385683	0.31893801852558695
0.9598630584420107	0.1924034542944016
0.6011252979627337	0.3085414224796735
0.5390630915860565	0.29071480311689046
0.6307108383858804	0.2874165332041565
0.36629682027683375	0.24486706318881532
0.3575581131281021	0.23829621129401943
0.3968780754485562	0.26625763602400704
0.3910159720246101	0.26235498259421475
0.5953783807518089	0.30726737198637055
0.5863611023904576	0.3051168927003787
0.444550573584095	0.294520091236048
0.7446657205341876	0.2924872009895422
0.40452128662003745	0.2712041551224156
0.427283565369217	0.28499010418412785
1.0357130724794938	0.14905104528420732
0.9297666979000485	0.20624683158404172
1.019180741149646	0.14552800150651532
1.0285360905104288	0.15125056440528542
0.9406880257668014	0.20131738520477838
1.019404619428204	0.14545945862731444
0.38972407048589813	0.2614822064966175
0.9655331924299861	0.20541670140286283
0.3738847479487663	0.2504106952138835
0.3773397287841583	0.25288383772411205
0.9304884821925036	0.2220304522806439
1.1005762290950896	0.12049794906343593
0.33098511064092967	0.21720020195646628
0.543050531545349	0.2921369967505795
0.41365525609169884	0.27690537340220267
0.8198404577721984	0.2804712500948625
0.6728071866259775	0.2926293159465262
1.1036094773053367	0.12690847517475515
0.4046117489190724	0.21802107341161076
0.5392743815962441	0.2907911499367066
0.31633806778912105	0.2050047495717941
0.6266669385602934	0.3133102520890834
0.994100610293155	0.1763733333201452
0.8051387065994134	0.283766025208721
0.9508838096805674	0.2125137769979118
0.7220059147250492	0.3187396734386866
1.0366264712478468	0.14878645624600967
0.8180714378351469	0.28089188888533373
1.072830674086394	0.13510566631068
0.3906737471501005	0.2621242304698946
0.6405295276627946	0.31529819004103626
1.010472570708773	0.1691250206023309
0.7056893710728609	0.3191592581949236
0.9432839970414456	0.21611874558318206
