xy	0.025	0.07500000000000001	0.125	0.17500000000000002	0.225	0.275	0.32500000000000007	0.375	0.42500000000000004	0.475	0.525	0.5750000000000001	0.625	0.675	0.7250000000000001	0.775	0.8250000000000001	0.875	0.925	0.9750000000000001	1.025	1.0750000000000002	1.125	1.1750000000000003	1.225	1.275	1.3250000000000002	1.375	1.4250000000000003	1.475	1.525	1.5750000000000002	1.625	1.6750000000000003	1.725	1.775	1.8250000000000002	1.875	1.9250000000000003	1.975	2.0250000000000004	2.075	2.125	2.175	2.225	2.2750000000000004	2.325	2.375	2.4250000000000003	2.475
2.500000000000000139e-02	5.694397314061927506e-01	5.605839232732486854e-01	5.840712246749599768e-01	6.266681795467197169e-01	6.725804075116824654e-01	7.019239233613430162e-01	6.972742298924309301e-01	6.508625744726663775e-01	5.685640026155265314e-01	4.669658477506576921e-01	3.647368540839712181e-01	2.753537288523162374e-01	2.043963441846680384e-01	1.511332280836803488e-01	1.121624230866996863e-01	8.384508552822848848e-02	6.320007683325176706e-02	4.805223456845169466e-02	3.686992132659344668e-02	2.855495360901787183e-02	2.231336021296462246e-02	1.758283324236661546e-02	1.396935151261615750e-02	1.118977253243871352e-02	9.032617327923280273e-03	7.340718051985216895e-03	6.001089252109173197e-03	4.934111594441047306e-03	4.082856246783192131e-03	3.403312705125822665e-03	2.858785257050951677e-03	2.418118777301068480e-03	2.056468777818315930e-03	1.756034237059121098e-03	1.505084793579792657e-03	1.295896571786529956e-03	1.121849237324228261e-03	9.765071958633490248e-04	8.548909280456605791e-04	7.537926446861756280e-04	6.708693318830523345e-04	6.038784213456426962e-04	5.508749704018512392e-04	5.109616311027775568e-04	4.840205107456833130e-04	4.704907287099540899e-04	4.725644217097070012e-04	4.957665445224767199e-04	5.509362547308581772e-04	6.580525766236529133e-04
7.500000000000001110e-02	5.706832631004664647e-01	5.786729107976672504e-01	6.182264655314740898e-01	6.770412475046552192e-01	7.376303315781963521e-01	7.770399188187849804e-01	7.748430596016749883e-01	7.222864663058539136e-01	6.271803716015298402e-01	5.098280706321299816e-01	3.927539209348381299e-01	2.920009117008420807e-01	2.134420143799936886e-01	1.554562788767809012e-01	1.137100948694963615e-01	8.386782872274907430e-02	6.245808386770704268e-02	4.697060754274299393e-02	3.567464010550441128e-02	2.736649651973863118e-02	2.119438324413843930e-02	1.655985954807085922e-02	1.304652178214126164e-02	1.036169476136829595e-02	8.292202914919314174e-03	6.681301088814215264e-03	5.417798922521090479e-03	4.422073092977513165e-03	3.634354616714871675e-03	3.008592985373122110e-03	2.508867222003760989e-03	2.106783026132225383e-03	1.780115194567968373e-03	1.512571918556927016e-03	1.292524499152937056e-03	1.111343835244399132e-03	9.616965918872760104e-04	8.370002089007174328e-04	7.323142694325733342e-04	6.443991900977824941e-04	5.709790741638150592e-04	5.103035987474350242e-04	4.612236934547975708e-04	4.235124760297921025e-04	3.973918857660727706e-04	3.831219450342346171e-04	3.820122442032977618e-04	3.977955633881314441e-04	4.382307753300005706e-04	5.184999299849958696e-04
1.250000000000000000e-01	6.104295448802469215e-01	6.350164160747879816e-01	6.928383542949216878e-01	7.716150626977880123e-01	8.509727108325566558e-01	9.031853273401813098e-01	9.031234851942452346e-01	8.402316955879525207e-01	7.251696529933163715e-01	5.839005013308082859e-01	4.445967113726000397e-01	3.264289104019483245e-01	2.355029626010191057e-01	1.693169835441037108e-01	1.223810989793891607e-01	8.930121553661891920e-02	6.586174523514751189e-02	4.909467834096713917e-02	3.698310973279748948e-02	2.814575741658940228e-02	2.162478274291725067e-02	1.675841804855615971e-02	1.309094784314777070e-02	1.030518767110222625e-02	8.173004048867327925e-03	6.526065403025068344e-03	5.244066049763549536e-03	4.242159821403313977e-03	3.456592433160309789e-03	2.837598756143818336e-03	2.346784439579416900e-03	1.955071671782413183e-03	1.640374872291786327e-03	1.386083542450134700e-03	1.179546469917411040e-03	1.010932395222433316e-03	8.723973011438426262e-04	7.574223210593298379e-04	6.610958232214906487e-04	5.799890392569877900e-04	5.116679347580856520e-04	4.545933476373673413e-04	4.080160437223033162e-04	3.718716027895738619e-04	3.463326297527773005e-04	3.314147437532085792e-04	3.278224629285651304e-04	3.381732585950000033e-04	3.683632860193602923e-04	4.306445125759352476e-04
1.750000000000000167e-01	6.850913045754849495e-01	7.284284580043450807e-01	8.089238733734452902e-01	9.136420410254386670e-01	1.017861003080137383e+00	1.086811995474410431e+00	1.088566916296460185e+00	1.010088845013194403e+00	8.662299805034725519e-01	6.912447247836484010e-01	5.211416770576913216e-01	3.786256169020001949e-01	2.701903553826778270e-01	1.922687898689243724e-01	1.376950355199783038e-01	9.963760741789524922e-02	7.292956880767319239e-02	5.399043637909943516e-02	4.040891086790079217e-02	3.055685974344716019e-02	2.332196032063632574e-02	1.794496579792534408e-02	1.390836789217671406e-02	1.085494845720473382e-02	8.530698694761281245e-03	6.748748345813478274e-03	5.372313644938312045e-03	4.304262290168342150e-03	3.473524175495561628e-03	2.824923958391841600e-03	2.315409763030817393e-03	1.912559626486281996e-03	1.592384804266093901e-03	1.336673120665805934e-03	1.131047821921323361e-03	9.642572661477328069e-04	8.278934573393311293e-04	7.154067256717860359e-04	6.217367856388040246e-04	5.430950820258165354e-04	4.767723631982550355e-04	4.212843606548786427e-04	3.759862591097649226e-04	3.406202403973890356e-04	3.151036257467411611e-04	2.992475151574916330e-04	2.933694421052065321e-04	2.993655533881605497e-04	3.219294983185302527e-04	3.713918248660718182e-04
2.250000000000000056e-01	7.901718433943319964e-01	8.552676132369610995e-01	9.635213077637991841e-01	1.100824582214234626e+00	1.236617732907123735e+00	1.326483300209345684e+00	1.329301677940981197e+00	1.229187349616250202e+00	1.047099746709676094e+00	8.286199006158276870e-01	6.193216196793213113e-01	4.461063441534638407e-01	3.158188568214642111e-01	2.231198700206305230e-01	1.587321449513658944e-01	1.141800262126686505e-01	8.314707213740804570e-02	6.128502533074006026e-02	4.568719362533735229e-02	3.441227279731321614e-02	2.614995347683511662e-02	2.001550849020375736e-02	1.541306031335258619e-02	1.193572055331304851e-02	9.296445153955022744e-03	7.284839106080726219e-03	5.743470019750719809e-03	4.556742024402908424e-03	3.640896835833467345e-03	2.932397192454117962e-03	2.381421737369462249e-03	1.950004113715746211e-03	1.610392264332272420e-03	1.341772394735570376e-03	1.127574766158880807e-03	9.548776385059352164e-04	8.144466948562398495e-04	6.994211983816358636e-04	6.043414168736345633e-04	5.249260598830538058e-04	4.581826306053574408e-04	4.026114869785841783e-04	3.574531867598076322e-04	3.220310084330969607e-04	2.959089014788271335e-04	2.787410486983288370e-04	2.705876668738046889e-04	2.728336935884968523e-04	2.893339989268226236e-04	3.290954584101552188e-04
2.750000000000000222e-01	9.133550452685234022e-01	1.002030804555285259e+00	1.141175103152815229e+00	1.315189779877940612e+00	1.486724315163528765e+00	1.599842265985756518e+00	1.602281105140179074e+00	1.475477499268822434e+00	1.248631679573797948e+00	9.809166929821638847e-01	7.281962287363159536e-01	5.215147704523174221e-01	3.674057755865543506e-01	2.584372338702334848e-01	1.831734895897702275e-01	1.313946549163158006e-01	9.552301162183718386e-02	7.036189730740217974e-02	5.245277532708399887e-02	3.950570230880305622e-02	2.999541443743971095e-02	2.290586717668131531e-02	1.756264728653887316e-02	1.351165018559921487e-02	1.043435430338965700e-02	8.096208023437238832e-03	6.317849244694455184e-03	4.961674041423242559e-03	3.924965465100619354e-03	3.130690067821743222e-03	2.519337567113549663e-03	2.045375751851341486e-03	1.675517213388593753e-03	1.385347243643959489e-03	1.155723418829437705e-03	9.717847397289989262e-04	8.231126131609581807e-04	7.021896915668329698e-04	6.029100984291255400e-04	5.204203544402878374e-04	4.514847702548081669e-04	3.945335465522545977e-04	3.485413480278138254e-04	3.123250115528864303e-04	2.850812791241728482e-04	2.663403089566611999e-04	2.559743722894655986e-04	2.549868014264142875e-04	2.666566533641932498e-04	2.991489538840579531e-04
3.250000000000000666e-01	1.031096154858007097e+00	1.141348339566139680e+00	1.309160711950757783e+00	1.517381483889342464e+00	1.722065953323752341e+00	1.855865870531199890e+00	1.855984735813835496e+00	1.702200716994237917e+00	1.432854171161648926e+00	1.120148951659192038e+00	8.283471195011268273e-01	5.915720821227001824e-01	4.159719115048515214e-01	2.923067285772619761e-01	2.071948743882363886e-01	1.488367016251228581e-01	1.085294991225981692e-01	8.031413227116070142e-02	6.021736621068648349e-02	4.561617693321975975e-02	3.478944871368434139e-02	2.661780056342968881e-02	2.037838461881815583e-02	1.559650058907428513e-02	1.194167397948471196e-02	9.164914056359893882e-03	7.067069151016171398e-03	5.486197785713164618e-03	4.293573219226460083e-03	3.390718194720004908e-03	2.703606412720852177e-03	2.176665146373154853e-03	1.769265101253379279e-03	1.452159343921147596e-03	1.203128860718813203e-03	1.005079306566511194e-03	8.460395335234734832e-04	7.175144612964864032e-04	6.125809264858112944e-04	5.258009147006669761e-04	4.537249873234050750e-04	3.946291102923023828e-04	3.471395537787480621e-04	3.096082660016542506e-04	2.809196415198995109e-04	2.605113201281907746e-04	2.481252918690453444e-04	2.445093596058456570e-04	2.526332977461821934e-04	2.803133339033171841e-04
3.750000000000000000e-01	1.112271913417577585e+00	1.236679534887992871e+00	1.423294869949777386e+00	1.653699621338577952e+00	1.879283457885864150e+00	2.025066407105198252e+00	2.021745753857150163e+00	1.849325148984007905e+00	1.553202981215329848e+00	1.212545179962553066e+00	8.960883210642921481e-01	6.401383538921123773e-01	4.508019146597709303e-01	3.177243569694614966e-01	2.262837989291837382e-01	1.636943178703796353e-01	1.205394404951526249e-01	9.033407191798441260e-02	6.871570387081332720e-02	5.280338893417213519e-02	4.074854243732344700e-02	3.140550238274310985e-02	2.408086085498549467e-02	1.834657452165283642e-02	1.390880072165982632e-02	1.052959042644172061e-02	7.995955416377856576e-03	6.116094727272968282e-03	4.724048401328670606e-03	3.687916697572487471e-03	2.910847312971050378e-03	2.322940718270724049e-03	1.873795754989584670e-03	1.527557186144318409e-03	1.257993878711398134e-03	1.045361097875889761e-03	8.757768228557597521e-04	7.395113213681051836e-04	6.287660855792089791e-04	5.375702234918420218e-04	4.622514417501592419e-04	4.008255724018803959e-04	3.515597048557444495e-04	3.124694402125973379e-04	2.822191365014701777e-04	2.601954769500181204e-04	2.460899487239497237e-04	2.405498763864969596e-04	2.465156344522394368e-04	2.719140671349424610e-04
4.250000000000000444e-01	1.129037009940859759e+00	1.255901138926527327e+00	1.445150773786301190e+00	1.677806979677156862e+00	1.904391427703880479e+00	2.049651074602464540e+00	2.044548199202963712e+00	1.870559200323268723e+00	1.573577522357833214e+00	1.231418972849729565e+00	9.127779936669851990e-01	6.546030950265301351e-01	4.634747962567267177e-01	3.291868184907459916e-01	2.370505690879054217e-01	1.741465410823744842e-01	1.308869142900258020e-01	1.005761006744941150e-01	7.863680009388140935e-02	6.203757768133605355e-02	4.890725412176377684e-02	3.820690469885536233e-02	2.942093424069977883e-02	2.230124445840097475e-02	1.668517649523094601e-02	1.239458622439558975e-02	9.212377274130430921e-03	6.900773710799401779e-03	5.232516016039756752e-03	4.021295530047656192e-03	3.132420990078359051e-03	2.472929188725122782e-03	1.977743702508922684e-03	1.601281570471424194e-03	1.311485727699457588e-03	1.085146764542335848e-03	9.060126270088045622e-04	7.628641065252409186e-04	6.470296577776796839e-04	5.520687876847386833e-04	4.740261682256871828e-04	4.105576277371355263e-04	3.596139238010262365e-04	3.190218454903805145e-04	2.873114416686314647e-04	2.638609693162988689e-04	2.484067978239638558e-04	2.416489773709329803e-04	2.467024654510904954e-04	2.718322895845487865e-04
