mu	sd
0.303766638175196	0.12506293311769281
0.27023182028184944	0.12091945706904625
0.3202215882435487	0.1269462117876953
0.3076781927105274	0.12551475564595108
0.33206910485795876	0.1282947552031669
0.3190597985248666	0.12681422588012728
0.31158887280260833	0.12596321543444425
0.37566775929637913	0.11969881966665741
0.3789803250941701	0.12020257925713417
0.2924153344170212	0.12372465408247957
0.31413554833492957	0.1262539427834601
0.3267005689158777	0.1276824219556747
0.4146836924183693	0.1170186703742486
0.3181385319925506	0.12670952926481455
0.27287772725631404	0.12127151471982023
0.3678847294161314	0.11853603933437758
0.38253604154926313	0.1207498803476022
0.29756560044155955	0.12433768913363731
0.4080770417241422	0.11589375530136074
0.38130671128425797	0.12055986064960013
0.3291172356184887	0.12795764724984393
0.31275870925231025	0.12609687116286572
0.37359918914263834	0.11938704488646212
0.2870661650765888	0.12307521267351958
0.31467677323385695	0.12631562522238238
0.31212391446477256	0.12602436928622698
0.37876927054683046	0.12017031179888295
0.3106305110652858	0.125853566295179
0.38320922262533264	0.12085430344558631
0.3710224579986103	0.11900151614214126
0.36380043246218424	0.11793616560323976
0.3955635855890403	0.11383809508585484
0.3098905943282259	0.12576880553104378
0.31573294770876403	0.1264359089079924
0.36937595775713933	0.1187567337526918
0.32321805265893633	0.12728655758375854
0.31704604144634324	0.1265853155290497
0.3206847010352065	0.1269988149826373
0.31445576249704876	0.12629044088741903
0.4618872339045751	0.11867726789919553
0.3121217199732455	0.1260241185477746
0.4545636928072935	0.11722848642267499
0.3015146444912658	0.1248009643330157
0.34224045759384164	0.1148534693658192
0.36382662370928526	0.11793999209554197
0.3737977932856447	0.11941688856901245
0.3837668277849354	0.120940999153152
0.4173555788710181	0.11748227680341687
0.31462813871731377	0.12631008373102437
0.37527420262503103	0.11963934138473444
0.45710653769261944	0.11772587872883374
0.3723898657982051	0.11920572509319326
0.3094482786511589	0.12571808989136676
0.37575412531452457	0.11971188249538882
0.32003067884201003	0.12692452593265827
0.36932042622266287	0.11874849850544003
0.3128202740743323	0.12610389971880978
0.31515685422047646	0.12637031329681575
0.45597586120650757	0.11750398583904857
0.4190578687447946	0.11778038545743308
0.3075482398251259	0.12549980235017247
0.36725545397643655	0.11844318668195598
0.31123847677767125	0.12592314253230175
0.3729688209135181	0.11929244512011464
0.3049379923225048	0.12519863328336783
0.31036841152243955	0.12582355244015342
0.354809651106734	0.1166361741021667
0.31951238691583395	0.12686564730700328
0.3591765153674724	0.11726438342462843
0.31964693343895456	0.12688093268677691
0.2974352468061768	0.12432230360710528
0.3119747208942132	0.12600732111698076
0.29685137659185473	0.12425331164374236
0.34225534163971794	0.11485556368787271
0.4118389011367345	0.11653064605019522
0.366762057870031	0.11837049599735737
0.3687657443195597	0.11866631207996794
0.3188538655771588	0.12679082602976444
0.30743132432910064	0.12548634612323567
