name	low	median	high
mu0	0.8536800861460587	0.9425395367375573	1.0252115589439093
scale0	0.1121716992099741	0.14794266732592656	0.2181810272237361
amp1	0.030757043659427438	0.11388810904349245	0.22384199197398885
mu1	-1.6816411555246638	-0.053731378756229894	0.7541425666607087
scale1	0.1407884890993507	0.32140986695158696	0.8627076724435775
amp2	0.20182910027532347	0.35389790841633645	0.4912031886303232
mu2	-0.2440951196722748	0.3132809594203333	0.5311770165343968
scale2	0.14625163766792001	0.27678362641347387	0.4820764725286999
