name	low	median	high
xy_mux0	-1.1773136170841763	0.14710338683927335	0.31140323647034357
xy_muy0	-1.837377912743458	-1.3875034097657075	0.29513401567356573
xy_scalex0	0.12275995740010592	0.2312175573260891	0.6153830361146607
xy_scaley0	0.26656777493620015	0.7357471629809115	0.9133031576454018
xy_corr0	-0.20451687265655843	0.07239009993504668	0.3665728270918033
xy_amp1	0.0011140180776874726	0.004616848980041064	0.012536727330396536
xy_mux1	-0.1081721039458675	0.9455536300632666	1.9252259581994693
xy_muy1	-0.002019055497389212	1.929047435017717	3.5705203914359798
xy_scalex1	0.13040040131259842	0.2458336319785525	0.6358858989170928
xy_scaley1	0.6558485211400474	1.1091884471872346	1.7412557474983652
xy_corr1	-0.19591627412373577	0.09211387866094763	0.36124695602740836
xy_amp2	0.5235155810288242	0.5813977824681346	0.671824857855431
xy_mux2	0.8153644204728356	0.9107420729111808	0.9694955476869355
xy_muy2	0.8591194687677168	0.9143902324117279	0.9621875436441409
xy_scalex2	0.1424383736681167	0.20868690063213785	0.2962339619624774
xy_scaley2	0.113031122056713	0.14148007221749154	0.18958007973243235
xy_corr2	-0.087575785631336	0.20758886076849564	0.4572524058466786
