name	low	median	high
mu0	0.9734380985603245	1.0088753223915694	1.0422620153188153
scale0	0.10595072728531235	0.12245128111006034	0.15136961221486125
amp1	0.32724204995748835	0.4300749054095205	0.5123666700027428
mu1	0.30900812747723	0.3635535450047906	0.44578520348786277
scale1	0.1120392068590922	0.15795693735975502	0.2648125312401583
amp2	0.023006426212083635	0.09338690014811037	0.19924883036173732
mu2	-0.9374678446479383	0.16995652505273334	0.7234087279056942
scale2	0.13594554448397397	0.28119032811228206	0.6598253548501233
