x	low	mean	high	median
0.0125	0.03296299351658675	0.191022203120031	0.37865328519233815	0.14054927040097187
0.037500000000000006	0.05915527437635064	0.2324396232733045	0.4265801409481442	0.19257599612213855
0.0625	0.10095649102932436	0.2838692332270388	0.4777262983965508	0.25905029213315955
0.08750000000000001	0.16239849280180071	0.34710902739904925	0.5317242238752813	0.3392433032031331
0.1125	0.24692398048508682	0.42357310521448327	0.5930004945522305	0.4315606920506442
0.1375	0.3596412671824393	0.5137949031891	0.6591610424088522	0.5292033100923561
0.16250000000000003	0.4939295270304819	0.6168486847889924	0.7374441535547491	0.6276130260131284
0.1875	0.6182763419855897	0.7298208223352958	0.8476071013135555	0.7208771117692039
0.21250000000000002	0.7093478093499261	0.847516887334727	0.9971190720138317	0.8224219274946657
0.2375	0.7690037267013258	0.9625943249246374	1.1682586015957308	0.9350989886104697
0.2625	0.809359596941421	1.0662372199745653	1.3306573718081618	1.0439177868043363
0.28750000000000003	0.8362165830513492	1.1493421089809304	1.4709134862663593	1.1294250685310085
0.3125	0.8564465573428176	1.2040040467346038	1.5623415900699313	1.181172762222439
0.3375	0.8686111853676216	1.2249512345821907	1.6043915124210657	1.1979178878248962
0.36250000000000004	0.8685399947814064	1.2105432802709954	1.5743347767107738	1.1780208171645452
0.3875	0.8534873649619907	1.1630519828859676	1.4969217083811965	1.1285161189076287
0.41250000000000003	0.8183215272789754	1.0881534501518006	1.370023949385015	1.0582810947695718
0.4375	0.7576164618692801	0.9937956165378775	1.2371246256077513	0.9741692020941016
0.4625	0.6721045259563629	0.8887737536275433	1.1112679495722833	0.8815304250150497
0.48750000000000004	0.559325756517738	0.7813894973856249	0.9961766167706964	0.7912411934337715
0.5125	0.43206834759480994	0.6784857775982361	0.9007917886621705	0.6957646084338511
0.5375000000000001	0.3152140989035151	0.5849918356579977	0.8261970946367034	0.6024111591162538
0.5625	0.22781336696237284	0.5039504478974768	0.7579932142785026	0.5109670032775881
0.5875000000000001	0.16725940768960817	0.43688968845074083	0.7005285225692237	0.43077561317073415
0.6125	0.12203133886189321	0.38436496463145786	0.6514983583331286	0.35995822881702594
0.6375	0.09655808847874603	0.34652039757358144	0.6108335514063211	0.3121118684140188
0.6625000000000001	0.08471704892247474	0.32357032162965915	0.5803981376173413	0.28613824143160427
0.6875	0.08449317361237382	0.31615023943802273	0.5667120144346515	0.27632804259477367
0.7125000000000001	0.09359993213823817	0.3255127109002831	0.5656640619068478	0.2873618351217432
0.7375	0.11760284221665876	0.353544060652213	0.5915775552437743	0.3158682218060312
0.7625	0.1596859166906481	0.4025632698216854	0.6455689484187167	0.3700322131959507
0.7875000000000001	0.22443026030308647	0.47485563373510914	0.728644000338993	0.4443327985306776
0.8125	0.3113797685523439	0.5719150945655359	0.8457772220084181	0.5422535646267075
0.8375000000000001	0.42208081836389666	0.6934391015893802	0.9819545367730008	0.6712562325164246
0.8625	0.5532301700703284	0.8362377500832316	1.1218835382543562	0.8289530195215373
0.8875	0.709408015567419	0.9933528956045057	1.2611525148847669	1.0032957795318242
0.9125000000000001	0.8789024098203084	1.1537692451526527	1.4147020333875395	1.1675020335800117
0.9375	1.039708730875652	1.3030633829788743	1.5649550536582517	1.3051984283796536
0.9625000000000001	1.1568248415727853	1.425133569109907	1.6997038829627507	1.418796728907308
0.9875	1.2289712597290403	1.504810823734978	1.7903184383697273	1.4993393278511769
1.0125000000000002	1.250870187658272	1.5307846568149979	1.8154183335781675	1.529151706806162
1.0375	1.229271740688458	1.49804872538037	1.7720081251839612	1.5045082223843658
1.0625	1.1577303677822717	1.4091160816681667	1.6569309159528363	1.4164825587667007
1.0875	1.0502708609924973	1.273592327314208	1.4922736677033193	1.275744932629999
1.1125	0.9128678731639663	1.1062093331809078	1.299209043171698	1.1002674757313105
1.1375000000000002	0.7582098016189504	0.9239030092693122	1.0899334732977222	0.9156730129393683
1.1625	0.6011509193319264	0.7427705000757272	0.8869510493998173	0.7334475856179283
1.1875	0.45081577802621287	0.5756810552018896	0.7000066500115963	0.5702773902124768
1.2125000000000001	0.3133002547281728	0.4310010717207821	0.5433784548925752	0.429915339561089
1.2375	0.20527177487863485	0.3124865430244636	0.4141367546645369	0.31213072233473543
1.2625000000000002	0.12686405382394558	0.22006362059966122	0.31165518484808463	0.2160909327139245
1.2875	0.07389946632961325	0.15106014312484276	0.22946210028277553	0.14323494733064318
1.3125	0.04073018536114733	0.10147273711771475	0.1649709653453663	0.09168325996990512
1.3375000000000001	0.021533757140578556	0.06699050269337427	0.11642328474571928	0.05649454806955236
1.3625	0.010728562151678691	0.043662009062061656	0.08020482579671236	0.03343440107672104
1.3875000000000002	0.005049745412380676	0.028223240066853887	0.05454769061658936	0.019086233227901234
1.4125	0.0022883581830598246	0.018174244494732972	0.0361981032601353	0.010462949815610793
1.4375	0.0009785365114353148	0.01170754426557451	0.02386265125044093	0.005565690234606224
1.4625000000000001	0.0003950107928447358	0.007573217978611513	0.015411829545984657	0.0028818312928683273
1.4875	0.00015049780792830925	0.00493573544483216	0.00988412805553447	0.0014250662068707315
1.5125000000000002	5.445912811788946e-05	0.003250346138625383	0.0061939340066936655	0.0006970795890990706
1.5375	1.887346554574389e-05	0.0021679924757527524	0.0038748094117604832	0.0003267217467751349
1.5625	6.203096965722899e-06	0.0014674550658659259	0.0024167047443925823	0.00015073756323684173
1.5875000000000001	1.948690105169247e-06	0.0010093518137039618	0.0014860675649254725	6.703577520354496e-05
1.6125	5.766284681645824e-07	0.000706025596365544	0.0009003755305896076	2.891579217741268e-05
1.6375000000000002	1.6117110062701654e-07	0.000502282495590151	0.0005463238364140087	1.2144580735003193e-05
1.6625	4.3759414733931994e-08	0.00036324486144958396	0.0003282157041550204	4.970031935842823e-06
1.6875	1.1243409889116371e-08	0.00026675092086032864	0.00019360997073008184	1.987475145387403e-06
1.7125000000000001	2.6944648794864495e-09	0.00019861537800356199	0.00011537697400497738	7.764228618922529e-07
1.7375	6.222724072266669e-10	0.00014967554346084717	6.598773248189942e-05	2.9578033268787853e-07
1.7625000000000002	1.367152852521247e-10	0.00011394780306265309	3.932079895031203e-05	1.0903297328003717e-07
1.7875	2.8440529639730315e-11	8.747405019661706e-05	2.255011458366318e-05	3.966122778681839e-08
1.8125	5.761034050973809e-12	6.759725694596426e-05	1.3074934937165261e-05	1.386834363632288e-08
1.8375000000000001	1.1531013937073057e-12	5.250445998548249e-05	7.514473576946076e-06	4.8060346622550344e-09
1.8625	2.1426321980728167e-13	4.093680241004028e-05	4.137236205455992e-06	1.6075494599514192e-09
1.8875000000000002	3.892998479284138e-14	3.2004258589955086e-05	2.376785357925241e-06	5.139340936541995e-10
1.9125	6.340147921240657e-15	2.5066205464026157e-05	1.3151012172940644e-06	1.6075234865651777e-10
1.9375	1.0106060050572948e-15	1.965360795072375e-05	7.240851556389935e-07	5.054104518336481e-11
1.9625000000000001	1.6490129766064335e-16	1.5417661982377916e-05	3.9614714595844174e-07	1.464217296926317e-11
1.9875	2.4191983168161975e-17	1.2095387308338572e-05	2.1416669949909125e-07	4.6867511432743825e-12
2.0125	3.2299096180141095e-18	9.48618318713762e-06	1.1868514271742775e-07	1.3265233972953016e-12
2.0375	4.2133317295679657e-19	7.435558569445979e-06	6.388409625554286e-08	3.599266563257602e-13
2.0625	5.548953516714104e-20	5.823624025636318e-06	3.3153528517267055e-08	9.979032254068825e-14
2.0875000000000004	6.58597551122158e-21	4.5567959141480465e-06	1.700027353126253e-08	2.6557730464726246e-14
2.1125	7.857358262794456e-22	3.5617071073619797e-06	9.02525304743116e-09	6.7235523912992505e-15
2.1375	8.807486564960467e-23	2.7806630192796743e-06	4.7948979355900305e-09	1.7190227283933017e-15
2.1625	9.149483644884866e-24	2.168201387653622e-06	2.5330793783831413e-09	4.096780953933615e-16
2.1875	9.64222725056405e-25	1.6884557268199428e-06	1.2351916511192106e-09	9.944505650027448e-17
2.2125000000000004	9.422239595525662e-26	1.313114530971717e-06	6.18954385266287e-10	2.3812276187501865e-17
2.2375	9.077393829006308e-27	1.0198292213690728e-06	3.130241890467682e-10	5.424962378531901e-18
2.2625	8.945499443281846e-28	7.909647759629507e-07	1.5392013634609167e-10	1.2905050293753409e-18
2.2875	7.759724385341798e-29	6.126150302160167e-07	7.861806158832625e-11	2.852953269792142e-19
2.3125	6.249478382711568e-30	4.738242514297067e-07	4.0044368482411616e-11	6.185081687291826e-20
2.3375000000000004	5.069287343748338e-31	3.6597059418448454e-07	1.886615499963793e-11	1.2456345296162623e-20
2.3625	4.3066510068717137e-32	2.822772527855775e-07	9.2495758910864e-12	2.4898697763838556e-21
2.3875	3.289500205511223e-33	2.1742471139975817e-07	4.5886555015445584e-12	5.161434921347806e-22
2.4125000000000005	2.413555689559375e-34	1.672432253768531e-07	2.2683016170084066e-12	9.70562928051341e-23
2.4375	1.7794977576159934e-35	1.2846906416838597e-07	1.0986255499381436e-12	1.779568259747046e-23
2.4625000000000004	1.0933324357742927e-36	9.855145941276733e-08	5.363533844003495e-13	3.47194715571858e-24
2.4875	6.2966255795228e-38	7.549987663509091e-08	2.579520991782302e-13	6.266026053802715e-25
