x	y	low	mean	high	median
0.0625	0.0625	0.2729987917158557	0.4058428345466556	0.5396802665097551	0.39107915359705486
0.1875	0.0625	0.308184578974356	0.4378944171521075	0.5682285993459744	0.4264588938449018
0.3125	0.0625	0.316206080601099	0.4437929684060539	0.5721274528534535	0.4342309107877165
0.4375	0.0625	0.29708554846344815	0.421758833025151	0.544412824955802	0.41221522307371894
0.5625	0.0625	0.2571193809462834	0.37550803206902067	0.494422313600455	0.36603465145645
0.6875	0.0625	0.20522461341915627	0.31315983195408986	0.4203132063289974	0.30358779422448295
0.8125	0.0625	0.15102934647694036	0.24475640003899884	0.3376249928271782	0.23491507590108698
0.9375	0.0625	0.1025660358248256	0.17949024463092975	0.25542641263760724	0.17060305808904647
1.0625	0.0625	0.06439489270800773	0.12372733334663208	0.18320565216432128	0.11596799752645622
1.1875	0.0625	0.037150166602651226	0.08035603976133232	0.12322424733618192	0.07353227063563415
1.3125	0.0625	0.019671307994478884	0.049306846308935524	0.07853271875434449	0.043480329544846694
1.4375	0.0625	0.009515657444095835	0.028675019119640772	0.047426554096986866	0.024048875507609854
1.5625	0.0625	0.004262344912555798	0.01586031779746456	0.027207340608604802	0.012402788149923055
1.6875	0.0625	0.0017399577628336024	0.008374084780419132	0.014877749678213828	0.0059805116604736445
1.8125	0.0625	0.0006526135604734203	0.004237011459636631	0.007762627801355435	0.0027066826182033945
1.9375	0.0625	0.00022316688934530049	0.002062561859685723	0.0038258986825361724	0.0011370298419963168
2.0625	0.0625	7.054858244311443e-05	0.0009699170806112643	0.0017854193319871248	0.00044595674042909863
2.1875	0.0625	2.0195534987868295e-05	0.00044239216917405243	0.0007921277986903382	0.00016399571671465855
2.3125	0.0625	5.3710047801751875e-06	0.00019651136421875213	0.0003319581356419185	5.584585766118836e-05
2.4375	0.0625	1.3127281031064707e-06	8.535444314167363e-05	0.00013365684190610045	1.7851523678738603e-05
0.0625	0.1875	0.3812146002255211	0.5183619939689966	0.652833221376165	0.5070081379470541
0.1875	0.1875	0.45394388667298624	0.5804295289265092	0.7053448166727936	0.5720906779384345
0.3125	0.1875	0.4924594758581178	0.6102520971276864	0.72889758404868	0.6056188552402993
0.4375	0.1875	0.4873775872186922	0.6011712199526417	0.7154047323084922	0.5985766538147083
0.5625	0.1875	0.44259382552327553	0.5541706752693969	0.6657999573374862	0.5509585917631115
0.6875	0.1875	0.36982638462787754	0.4777707634117233	0.5852967714327129	0.4736360676992699
0.8125	0.1875	0.28583331862537253	0.3853355049639988	0.48497376531260156	0.38114424911162226
0.9375	0.1875	0.20433867158264082	0.29102741370673996	0.37740356350471127	0.28699619194182535
1.0625	0.1875	0.13428905565896285	0.2061711476806591	0.2774401415878966	0.20205190783207932
1.1875	0.1875	0.08124931714782055	0.1373103461446424	0.19310239967094822	0.13249497062776755
1.3125	0.1875	0.0450305806016409	0.08621136406977228	0.12700781808865946	0.08142288357807255
1.4375	0.1875	0.022776077825505295	0.05119188680034021	0.07896965089993727	0.04677423073986472
1.5625	0.1875	0.010659516873131974	0.028850372271194965	0.046911372051672895	0.025056623049055572
1.6875	0.1875	0.004587439134905075	0.015490616287752442	0.026531629832145423	0.012555850085932598
1.8125	0.1875	0.00181965445179653	0.007955922665372117	0.014169163375029933	0.0058927842239470205
1.9375	0.1875	0.0006514014074363711	0.003924745322293254	0.00720291834634987	0.002566571847030802
2.0625	0.1875	0.0002149355136404439	0.0018674950519484135	0.003449016638331028	0.0010472456668596287
2.1875	0.1875	6.498300018081113e-05	0.0008607506628717065	0.001579452891283355	0.0003996151487657372
2.3125	0.1875	1.7920916463070812e-05	0.0003859310436598673	0.0006870973436923993	0.0001415583630570096
2.4375	0.1875	4.4858820765073e-06	0.00016904175434472518	0.00028333861977097895	4.690098598569232e-05
0.0625	0.3125	0.46059776238455874	0.5985990642837059	0.7361901635645981	0.5911205095465583
0.1875	0.3125	0.5769273092443424	0.6959796399088578	0.8136618217744165	0.6907072704774931
0.3125	0.3125	0.6585923582117639	0.7599242059821415	0.8594138446605357	0.7574537082872314
0.4375	0.3125	0.6833247761382142	0.7772173177986765	0.8691110253124485	0.7761745509438176
0.5625	0.3125	0.6502160444685907	0.7432660383747375	0.8357665192409223	0.7426749720774883
0.6875	0.3125	0.5709929052722661	0.6640034098679375	0.7560091948649125	0.6629784722333376
0.8125	0.3125	0.4644532595082391	0.5540890834655579	0.6429503085793938	0.5526448647626389
0.9375	0.3125	0.34850206054762217	0.4321971490814711	0.5147515944335601	0.43063166961219046
1.0625	0.3125	0.2419122702236064	0.31558176824164436	0.3881911948302105	0.3145072094893742
1.1875	0.3125	0.15420191201442793	0.2161698000933244	0.27839354025336494	0.2143703072738162
1.3125	0.3125	0.08951319387200515	0.13928622377056318	0.18839642766651665	0.13647711346972655
1.4375	0.3125	0.047921167929901635	0.08469126970462003	0.1211497441098332	0.08157329100708698
1.5625	0.3125	0.023551587508834272	0.04876897750082522	0.07385615064430769	0.045528981245643266
1.6875	0.3125	0.010602289318760717	0.02670005665209756	0.04301692677268198	0.023549011379031804
1.8125	0.3125	0.0043663498346014126	0.01395502063746844	0.023690336209682812	0.011472392731066077
1.9375	0.3125	0.001655422785869008	0.006992807166031104	0.012409473225930417	0.005221292734214777
2.0625	0.3125	0.0005680167561209889	0.00337418814735624	0.006137232125275239	0.0022015709638393667
2.1875	0.3125	0.00018006027689113888	0.0015747006507027565	0.0029152727115101017	0.0008721555323229998
2.3125	0.3125	5.2051337964228563e-05	0.0007139335086929936	0.0013042318505563748	0.0003192559266640794
